635,635,645,643,641,645,645,645,640,638,640,640,625,637,640,638,631,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,638,640,640,625,637,639,638,630,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,639,640,640,625,637,640,638,632,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,638,640,640,625,637,640,638,631,633,635,637,639,639,638,645,644,645,645,645,645,645
630,630,630,628,626,630,630,630,625,625,625,625,610,622,625,623,616,618,620,622,624,624,623,630,629,630,630,630,630,630
622,622,620,619,619,621,623,622,613,611,612,613,595,608,610,610,603,605,606,608,611,611,609,615,613,611,610,611,611,613
635,635,635,633,631,635,635,635,630,629,630,630,615,627,629,628,622,623,625,627,629,629,628,635,634,635,635,635,635,635
635,635,645,643,641,645,645,645,640,639,640,640,625,637,639,638,631,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,638,640,640,625,637,640,638,631,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,638,640,640,625,637,640,638,631,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,638,640,640,625,637,640,638,631,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,638,640,640,625,637,640,638,631,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,635,633,631,635,635,634,630,628,630,630,615,627,630,628,620,623,625,627,629,629,628,635,634,635,635,635,635,635
630,630,640,638,636,640,640,640,635,635,635,635,620,632,634,633,626,628,630,632,634,634,633,640,639,640,640,640,640,640
635,635,645,643,641,645,645,645,640,640,640,640,625,637,639,638,630,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,640,640,640,625,637,639,638,630,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,640,640,640,625,637,639,638,630,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,640,640,640,625,637,639,638,630,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,640,640,640,625,637,639,638,630,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,640,640,640,625,637,639,638,630,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,640,640,640,625,637,639,638,630,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,639,640,640,625,637,639,638,632,633,635,636,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,639,640,640,625,637,640,638,632,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,639,640,640,625,637,640,638,632,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,639,640,640,625,637,640,638,632,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,638,640,640,625,637,640,638,631,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,639,640,640,625,637,640,638,632,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,639,640,640,625,637,639,638,632,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,639,640,640,625,637,640,638,632,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,639,640,640,625,637,639,638,632,633,635,637,639,639,638,645,644,645,645,645,645,645
635,635,645,643,641,645,645,645,640,639,640,640,625,637,639,638,632,633,635,637,639,639,638,645,644,645,645,645,645,645
